id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
208,,,1,http://163.bilibili.com,163.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
194,,,1,http://account-img.bilibili.com,account-img.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.34.154,148.153.35.66",,,80,,OK,,,,,,,,RapidDNSQuery
13,,,1,http://account.bilibili.com,account.bilibili.com,1,s.w.bilicdn1.com,47.103.24.173,,,80,,OK,,,,,,,,ChinazQuery
138,0,,0,http://activity.bilibili.com,activity.bilibili.com,1,,,,,80,,NoAnswer,,,,,,,,RapidDNSQuery
62,,,1,http://api.bilibili.com,api.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,AnubisQuery
235,,,1,http://api.global.bilibili.com,api.global.bilibili.com,2,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.35.66,148.153.34.154",,,80,,OK,,,,,,,,RapidDNSQuery
84,0,,0,http://api.live.bilibili.com,api.live.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,CertSpotterQuery
83,,,1,http://api.vc.bilibili.com,api.vc.bilibili.com,2,"i.w.bilicdn1.com,i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.45.10,148.153.46.90,148.153.56.163",,,80,,OK,,,,,,,,CertSpotterQuery
456,,,1,http://apigame.bilibili.com,apigame.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.35.66,148.153.34.154",,,80,,OK,,,,,,,,QianXunQuery
265,,,1,http://apix.bilibili.com,apix.bilibili.com,1,s.w.bilicdn1.com,47.103.24.173,,,80,,OK,,,,,,,,RapidDNSQuery
258,,,1,http://app-blue.bilibili.com,app-blue.bilibili.com,1,"app-blue.bilibili.com.w.kunlunar.com,app-blue.bilibili.com.w.kunlunar.com,app-blue.bilibili.com.w.kunlunar.com,app-blue.bilibili.com.w.kunlunar.com,app-blue.bilibili.com.w.kunlunar.com,app-blue.bilibili.com.w.kunlunar.com,app-blue.bilibili.com.w.kunlunar.com,app-blue.bilibili.com.w.kunlunar.com","163.181.56.169,163.181.56.170,163.181.56.171,163.181.56.172,163.181.56.173,163.181.56.174,163.181.56.175,163.181.56.168",,,80,,OK,,,,,,,,RapidDNSQuery
65,,,1,http://app.bilibili.com,app.bilibili.com,1,"s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com","120.92.162.180,120.92.163.246,120.92.168.51,120.92.174.135,120.92.218.109,120.92.141.155",,,80,,OK,,,,,,,,AnubisQuery
152,,,1,http://app.global.bilibili.com,app.global.bilibili.com,2,"s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com","119.3.65.164,119.3.70.188,119.3.74.154,119.3.77.172,120.92.147.239,120.92.168.13,119.3.32.96,119.3.33.86,119.3.44.211,119.3.65.116",,,80,,OK,,,,,,,,RapidDNSQuery
272,,,1,http://archive.api.bilibili.com,archive.api.bilibili.com,2,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.34.154,148.153.35.66",,,80,,OK,,,,,,,,RapidDNSQuery
67,,,1,http://autodiscover.bilibili.com,autodiscover.bilibili.com,1,"autodiscover.partner.outlook.cn,autodiscover.partner.outlook.cn,autodiscover.partner.outlook.cn","42.159.161.184,42.159.33.136,42.159.161.152",,,80,,OK,,,,,,,,AnubisQuery
54,,,1,http://b.bilibili.com,b.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com,i.w.bilicdn1.com","164.52.28.62,164.52.76.18,164.52.110.14",,,80,,OK,,,,,,,,AnubisQuery
191,,,1,http://baidu.bilibili.com,baidu.bilibili.com,1,"video.n.shifen.com,video.n.shifen.com,video.n.shifen.com,video.n.shifen.com,video.n.shifen.com,video.n.shifen.com","39.156.68.155,106.120.159.70,111.206.37.59,112.34.111.111,123.125.114.32,220.181.33.93",,,80,,OK,,,,,,,,RapidDNSQuery
188,,,1,http://bangumi.bilibili.com,bangumi.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
228,0,,0,http://bbq.bilibili.com,bbq.bilibili.com,1,,,,,80,,NoAnswer,,,,,,,,RapidDNSQuery
92,,,1,http://big.bilibili.com,big.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com,i.w.bilicdn1.com","164.52.110.14,164.52.28.62,164.52.76.18",,,80,,OK,,,,,,,,RapidDNSQuery
146,,,1,http://bigfun.bilibili.com,bigfun.bilibili.com,1,"36d665e2.tweb.sched.ovscdns.com,36d665e2.tweb.sched.ovscdns.com,36d665e2.tweb.sched.ovscdns.com,36d665e2.tweb.sched.ovscdns.com,36d665e2.tweb.sched.ovscdns.com,36d665e2.tweb.sched.ovscdns.com,36d665e2.tweb.sched.ovscdns.com,36d665e2.tweb.sched.ovscdns.com","211.152.146.87,211.152.146.98,211.152.146.99,211.152.146.90,211.152.146.73,211.152.146.88,211.152.146.86,211.152.147.12",,,80,,OK,,,,,,,,RapidDNSQuery
8,,,1,http://bilibili.com,bilibili.com,0,"bilibili.com,bilibili.com,bilibili.com,bilibili.com,bilibili.com","139.159.241.37,119.3.238.64,120.92.174.135,120.92.78.97,119.3.70.188",,,80,,OK,,,,,,,,CertInfo
183,,,1,http://bmall.bilibili.com,bmall.bilibili.com,1,"s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com","119.3.77.172,120.92.147.239,120.92.168.13,119.3.32.96,119.3.33.86,119.3.44.211,119.3.65.116,119.3.65.164,119.3.70.188,119.3.74.154",,,80,,OK,,,,,,,,RapidDNSQuery
234,,,1,http://bml.bilibili.com,bml.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
246,,,1,http://bp.bilibili.com,bp.bilibili.com,1,"1859211.p23.tc.cdntip.com,1859211.p23.tc.cdntip.com","58.144.136.99,220.194.87.251",,,80,,OK,,,,,,,,RapidDNSQuery
256,,,1,http://broadcast.chat.bilibili.com,broadcast.chat.bilibili.com,2,"broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com,broadcast.chat.biliapi.com","119.91.146.89,49.232.157.127,111.230.166.71,119.91.148.224,154.8.217.108,119.91.147.108,193.112.131.16,118.126.102.140,81.71.32.103,192.144.188.38,42.193.100.188,159.75.236.206,192.144.147.235,134.175.230.35,192.144.173.136,152.136.96.250,192.144.198.149,154.8.214.239,192.144.148.85,134.175.207.130",,,80,,OK,,,,,,,,RapidDNSQuery
50,,,1,http://broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,2,"broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com","120.92.78.57,120.92.112.150,120.92.78.57,120.92.144.250,120.92.158.137",,,80,,OK,,,,,,,,AnubisQuery
88,,,1,http://bvpn.bilibili.com,bvpn.bilibili.com,1,bvpn.biliapi.com,118.193.80.100,,,80,,OK,,,,,,,,CertSpotterQuery
160,,,1,http://bw.bilibili.com,bw.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
38,,,1,http://c.bilibili.com,c.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,AnubisQuery
32,,,1,http://campus.bilibili.com,campus.bilibili.com,1,"s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com","119.3.65.164,119.3.65.116,119.3.33.86,119.3.32.96,120.92.147.239,120.92.168.13,119.3.77.172,119.3.74.154,119.3.44.211,119.3.70.188",,,80,,OK,,,,,,,,AnubisQuery
93,,,1,http://captcha.bilibili.com,captcha.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
72,,,1,http://career.bilibili.com,career.bilibili.com,1,"career.bilibili.com.w.cdngslb.com,career.bilibili.com.w.cdngslb.com,career.bilibili.com.w.cdngslb.com,career.bilibili.com.w.cdngslb.com,career.bilibili.com.w.cdngslb.com,career.bilibili.com.w.cdngslb.com,career.bilibili.com.w.cdngslb.com,career.bilibili.com.w.cdngslb.com","79.133.177.232,79.133.177.230,79.133.177.225,79.133.177.229,79.133.177.226,79.133.177.227,79.133.177.231,79.133.177.228",,,80,,OK,,,,,,,,AnubisQuery
113,,,1,http://cd.bilibili.com,cd.bilibili.com,1,"s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com","119.3.70.188,119.3.65.164,119.3.65.116,119.3.33.86,119.3.32.96,120.92.147.239,120.92.168.13,119.3.77.172,119.3.74.154,119.3.44.211",,,80,,OK,,,,,,,,RapidDNSQuery
40,,,1,http://chat.bilibili.com,chat.bilibili.com,1,"broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com","120.92.78.57,120.92.112.150,120.92.78.57,120.92.144.250,120.92.158.137",,,80,,OK,,,,,,,,AnubisQuery
190,0,,0,http://cloudflare-patch-cndtest.bilibili.com,cloudflare-patch-cndtest.bilibili.com,1,,,,,80,,NoAnswer,,,,,,,,RapidDNSQuery
175,0,,0,http://cloudflare-s1-cndtest.bilibili.com,cloudflare-s1-cndtest.bilibili.com,1,,,,,80,,NoARecord,,,,,,,,RapidDNSQuery
37,,,1,http://club.bilibili.com,club.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.64.18,148.153.56.162",,,80,,OK,,,,,,,,AnubisQuery
30,,,1,http://cm.bilibili.com,cm.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,AnubisQuery
97,,,1,http://comic.bilibili.com,comic.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.34.154,148.153.35.66",,,80,,OK,,,,,,,,RapidDNSQuery
212,,,1,http://comment.bilibili.com,comment.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.46.90,148.153.56.163,148.153.45.10",,,80,,OK,,,,,,,,RapidDNSQuery
261,,,1,http://cool.bilibili.com,cool.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.35.66,148.153.34.154",,,80,,OK,,,,,,,,RapidDNSQuery
536,,,1,http://cp-manage.bilibili.com,cp-manage.bilibili.com,1,cp-manage.bilibili.com,172.16.1.1,,,80,,OK,,,,,,,,QianXunQuery
63,,,1,http://d.bilibili.com,d.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.35.66,148.153.34.154",,,80,,OK,,,,,,,,AnubisQuery
60,,,1,http://data.bilibili.com,data.bilibili.com,1,"data.bilicdn2.com,data.bilicdn2.com","148.153.64.20,148.153.64.19",,,80,,OK,,,,,,,,AnubisQuery
495,0,,0,http://dm.live.bilibili.com,dm.live.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,QianXunQuery
511,0,,0,http://dmcj.livecmt-1.bilibili.com,dmcj.livecmt-1.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,QianXunQuery
64,,,1,http://docs.bilibili.com,docs.bilibili.com,1,docs.bilibili.com,42.120.0.158,,,80,,OK,,,,,,,,AnubisQuery
159,,,1,http://dump.bilibili.com,dump.bilibili.com,1,dump.bilibili.com,183.131.11.46,,,80,,OK,,,,,,,,RapidDNSQuery
39,,,1,http://e.bilibili.com,e.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,AnubisQuery
499,0,,0,http://ebay.www.bilibili.com,ebay.www.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,QianXunQuery
102,,,1,http://edm.bilibili.com,edm.bilibili.com,1,edm.bilibili.com,103.95.58.254,,,80,,OK,,,,,,,,RapidDNSQuery
182,,,1,http://elec.bilibili.com,elec.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
44,0,,0,http://ex.bilibili.com,ex.bilibili.com,1,,,,,80,,NoAnswer,,,,,,,,AnubisQuery
59,,,1,http://f.bilibili.com,f.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.56.162,148.153.64.18",,,80,,OK,,,,,,,,AnubisQuery
18,,,1,http://game.bilibili.com,game.bilibili.com,1,"game.bilibili.com.w.cdngslb.com,game.bilibili.com.w.cdngslb.com,game.bilibili.com.w.cdngslb.com,game.bilibili.com.w.cdngslb.com,game.bilibili.com.w.cdngslb.com,game.bilibili.com.w.cdngslb.com,game.bilibili.com.w.cdngslb.com,game.bilibili.com.w.cdngslb.com","125.77.157.239,125.77.157.244,125.77.157.240,125.77.157.248,125.77.157.242,125.77.157.241,125.77.157.238,125.77.157.243",,,80,,OK,,,,,,,,ChinazQuery
126,,,1,http://gaoneng.bilibili.com,gaoneng.bilibili.com,1,"gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com,gaoneng.bilibili.com.w.cdngslb.com","114.80.179.225,101.226.26.204,101.226.26.207,101.226.26.200,101.226.26.205,101.226.26.203,101.226.26.202,101.226.26.206,101.226.26.201,114.80.179.229,114.80.179.231,114.80.179.226,114.80.179.224,114.80.179.228,114.80.179.227,114.80.179.230",,,80,,OK,,,,,,,,RapidDNSQuery
68,,,1,http://global.bilibili.com,global.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.35.66,148.153.34.154",,,80,,OK,,,,,,,,AnubisQuery
210,,,1,http://h.bilibili.com,h.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
402,0,,0,http://h5.163.bilibili.com,h5.163.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,AlienVaultQuery
179,,,1,http://hd.bilibili.com,hd.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.64.18,148.153.56.162",,,80,,OK,,,,,,,,RapidDNSQuery
151,,,1,http://huahuo.bilibili.com,huahuo.bilibili.com,1,"s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com","120.92.168.13,119.3.32.96,119.3.33.86,119.3.44.211,119.3.65.116,119.3.65.164,119.3.70.188,119.3.74.154,119.3.77.172,120.92.147.239",,,80,,OK,,,,,,,,RapidDNSQuery
204,,,1,http://hw-bj-live-comet-05.chat.bilibili.com,hw-bj-live-comet-05.chat.bilibili.com,2,hw-bj-live-comet-05.chat.bilibili.com,114.116.231.8,,,80,,OK,,,,,,,,RapidDNSQuery
200,,,1,http://hw-bj-live-p2p-01.chat.bilibili.com,hw-bj-live-p2p-01.chat.bilibili.com,2,hw-bj-live-p2p-01.chat.bilibili.com,124.70.102.36,,,80,,OK,,,,,,,,RapidDNSQuery
215,,,1,http://hw-gz-live-comet-01.chat.bilibili.com,hw-gz-live-comet-01.chat.bilibili.com,2,hw-gz-live-comet-01.chat.bilibili.com,139.9.79.50,,,80,,OK,,,,,,,,RapidDNSQuery
297,0,,0,http://hw-gz-live-p2p-01.chat.bilibili.com,hw-gz-live-p2p-01.chat.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,DNSDumpsterQuery
116,,,1,http://hw-sh-live-comet-01.chat.bilibili.com,hw-sh-live-comet-01.chat.bilibili.com,2,hw-sh-live-comet-01.chat.bilibili.com,119.3.126.45,,,80,,OK,,,,,,,,RapidDNSQuery
108,,,1,http://hw-sh-live-p2p-01.chat.bilibili.com,hw-sh-live-p2p-01.chat.bilibili.com,2,hw-sh-live-p2p-01.chat.bilibili.com,123.60.10.14,,,80,,OK,,,,,,,,RapidDNSQuery
509,0,,0,http://hxzj.game.bilibili.com,hxzj.game.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,QianXunQuery
556,,,1,http://hxzjh5.game.bilibili.com,hxzjh5.game.bilibili.com,2,hxzjh5.game.bilibili.com,120.132.70.23,,,80,,OK,,,,,,,,QianXunQuery
52,,,1,http://info.bilibili.com,info.bilibili.com,1,"36d6244a.tweb.sched.ovscdns.com,36d6244a.tweb.sched.ovscdns.com,36d6244a.tweb.sched.ovscdns.com,36d6244a.tweb.sched.ovscdns.com,36d6244a.tweb.sched.ovscdns.com,36d6244a.tweb.sched.ovscdns.com,36d6244a.tweb.sched.ovscdns.com,36d6244a.tweb.sched.ovscdns.com","211.152.146.99,211.152.146.87,211.152.146.73,211.152.146.88,211.152.146.90,211.152.146.98,211.152.147.12,211.152.146.86",,,80,,OK,,,,,,,,AnubisQuery
192,,,1,http://inter.comment.bilibili.com,inter.comment.bilibili.com,2,inter.comment.bilibili.com,47.91.203.246,,,80,,OK,,,,,,,,RapidDNSQuery
196,,,1,http://interface.bilibili.com,interface.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
61,,,1,http://ir.bilibili.com,ir.bilibili.com,1,"e33253.dsca.akamaiedge.net,e33253.dsca.akamaiedge.net","23.32.5.62,23.32.5.86",,,80,,OK,,,,,,,,AnubisQuery
36,,,1,http://jobs.bilibili.com,jobs.bilibili.com,1,"jobs.bilibili.com.w.kunluncan.com,jobs.bilibili.com.w.kunluncan.com,jobs.bilibili.com.w.kunluncan.com,jobs.bilibili.com.w.kunluncan.com,jobs.bilibili.com.w.kunluncan.com,jobs.bilibili.com.w.kunluncan.com,jobs.bilibili.com.w.kunluncan.com,jobs.bilibili.com.w.kunluncan.com","101.226.26.203,101.226.26.201,101.226.26.207,101.226.26.204,101.226.26.206,101.226.26.202,101.226.26.200,101.226.26.205",,,80,,OK,,,,,,,,AnubisQuery
225,,,1,http://ks-bj-live-comet-01.chat.bilibili.com,ks-bj-live-comet-01.chat.bilibili.com,2,ks-bj-live-comet-01.chat.bilibili.com,120.92.115.139,,,80,,OK,,,,,,,,RapidDNSQuery
269,,,1,http://ks-bj-live-comet-02.chat.bilibili.com,ks-bj-live-comet-02.chat.bilibili.com,2,ks-bj-live-comet-02.chat.bilibili.com,120.131.15.135,,,80,,OK,,,,,,,,RapidDNSQuery
137,0,,0,http://ks-bj-live-comet-03.chat.bilibili.com,ks-bj-live-comet-03.chat.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,RapidDNSQuery
140,,,1,http://ks-bj-live-comet-04.chat.bilibili.com,ks-bj-live-comet-04.chat.bilibili.com,2,ks-bj-live-comet-04.chat.bilibili.com,120.92.210.123,,,80,,OK,,,,,,,,RapidDNSQuery
136,0,,0,http://ks-bj-live-comet-05.chat.bilibili.com,ks-bj-live-comet-05.chat.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,RapidDNSQuery
185,,,1,http://ks-bj-live-comet-06.chat.bilibili.com,ks-bj-live-comet-06.chat.bilibili.com,2,ks-bj-live-comet-06.chat.bilibili.com,120.92.76.233,,,80,,OK,,,,,,,,RapidDNSQuery
233,,,1,http://ks-bj-live-comet-07.chat.bilibili.com,ks-bj-live-comet-07.chat.bilibili.com,2,ks-bj-live-comet-07.chat.bilibili.com,120.92.210.73,,,80,,OK,,,,,,,,RapidDNSQuery
158,,,1,http://ks-bj-live-comet-09.chat.bilibili.com,ks-bj-live-comet-09.chat.bilibili.com,2,ks-bj-live-comet-09.chat.bilibili.com,120.92.102.196,,,80,,OK,,,,,,,,RapidDNSQuery
214,,,1,http://ks-bj-live-comet-10.chat.bilibili.com,ks-bj-live-comet-10.chat.bilibili.com,2,ks-bj-live-comet-10.chat.bilibili.com,120.92.16.241,,,80,,OK,,,,,,,,RapidDNSQuery
313,0,,0,http://ks-gz-live-p2p-01.chat.bilibili.com,ks-gz-live-p2p-01.chat.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,DNSDumpsterQuery
304,,,1,http://ks-live-dmcmt-bj6-pm-01.chat.bilibili.com,ks-live-dmcmt-bj6-pm-01.chat.bilibili.com,2,ks-live-dmcmt-bj6-pm-01.chat.bilibili.com,120.92.78.57,,,80,,OK,,,,,,,,DNSDumpsterQuery
294,,,1,http://ks-live-dmcmt-bj6-pm-02.chat.bilibili.com,ks-live-dmcmt-bj6-pm-02.chat.bilibili.com,2,ks-live-dmcmt-bj6-pm-02.chat.bilibili.com,120.92.112.150,,,80,,OK,,,,,,,,DNSDumpsterQuery
263,,,1,http://ks-live-dmcmt-sh2-pm-01.chat.bilibili.com,ks-live-dmcmt-sh2-pm-01.chat.bilibili.com,2,ks-live-dmcmt-sh2-pm-01.chat.bilibili.com,120.92.144.250,,,80,,OK,,,,,,,,RapidDNSQuery
325,0,,0,http://ks-live-dmcmt-sh2-pm-03.chat.bilibili.com,ks-live-dmcmt-sh2-pm-03.chat.bilibili.com,2,,,,,80,,NoAnswer,,,,,,,,DNSDumpsterQuery
241,,,1,http://le3-api.game.bilibili.com,le3-api.game.bilibili.com,2,"8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com,8m87j88z.e0.sched.ovscdns.com","219.96.67.37,154.91.143.33,43.132.83.50,43.132.83.53,219.96.67.35,154.91.143.32,43.132.83.176,219.96.67.20,154.91.143.34,43.132.83.175,219.96.67.21,43.132.83.172,43.132.83.38",,,80,,OK,,,,,,,,RapidDNSQuery
17,0,,0,http://link.bilibili.com,link.bilibili.com,1,,,,,80,,NoAnswer,,,,,,,,ChinazQuery
253,,,1,http://live-feed.bilibili.com,live-feed.bilibili.com,1,"s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com,s.w.bilicdn1.com","119.3.77.172,119.3.74.154,119.3.44.211,119.3.70.188,119.3.65.164,119.3.65.116,119.3.33.86,119.3.32.96,120.92.147.239,120.92.168.13",,,80,,OK,,,,,,,,RapidDNSQuery
99,,,1,http://live-trace.bilibili.com,live-trace.bilibili.com,1,i.w.bilicdn1.com,23.236.97.62,,,80,,OK,,,,,,,,RapidDNSQuery
24,,,1,http://live.bilibili.com,live.bilibili.com,1,"i.w.bilicdn1.com,i.w.bilicdn1.com","148.153.35.66,148.153.34.154",,,80,,OK,,,,,,,,ChinazQuery
117,,,1,http://livecmt-1.bilibili.com,livecmt-1.bilibili.com,1,"broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com","120.92.78.57,120.92.144.250,120.92.158.137,120.92.78.57,120.92.112.150",,,80,,OK,,,,,,,,RapidDNSQuery
100,,,1,http://livecmt-2.bilibili.com,livecmt-2.bilibili.com,1,"broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com,broadcastlv.chat.bilibili.com","120.92.112.150,120.92.78.57,120.92.144.250,120.92.158.137,120.92.78.57",,,80,,OK,,,,,,,,RapidDNSQuery
